eight gas infrared absorption band,,H2S,,CH4,,CO2,,CO,,NO,,CH2O,,NO2,,SO2,measured FTIR,,H2S,,CH4,,CO2,,CO,,NO,,CH2O,,NO2,,SO2
Figure 2c-up,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption,wavelength(um),absorption
,1.404867083,0,1.404867083,0,1.404867083,0,1.404867083,0,1.409818603,0,1.38968238,0,1.404867083,0,1.404867083,0,,,,,,,,,,,,,,,,,
,1.404757445,0,1.404757445,0,1.404757445,0,1.404757445,0,1.40970819,0,1.389575098,0,1.404757445,0,1.404757445,0,,,,,,,,,,,,,,,,,
,1.404647823,0,1.404647823,0,1.404647823,0,1.404647823,0,1.409597794,0,1.389467833,0,1.404647823,0,1.404647823,0,,,,,,,,,,,,,,,,,
,1.404538218,0,1.404538218,0,1.404538218,0,1.404538218,0,1.409487416,0,1.389360585,0,1.404538218,0,1.404538218,0,,,,,,,,,,,,,,,,,
,1.404428631,0,1.404428631,0,1.404428631,0,1.404428631,0,1.409377055,0,1.389253353,0,1.404428631,0,1.404428631,0,,,,,,,,,,,,,,,,,
,1.404319061,0,1.404319061,0,1.404319061,0,1.404319061,0,1.409266711,0,1.389146138,0,1.404319061,0,1.404319061,0,,,,,,,,,,,,,,,,,
,1.404209508,0,1.404209508,0,1.404209508,0,1.404209508,0,1.409156385,0,1.389038939,0,1.404209508,0,1.404209508,0,,,,,,,,,,,,,,,,,
,1.404099971,0,1.404099971,0,1.404099971,0,1.404099971,0,1.409046075,0,1.388931757,0,1.404099971,0,1.404099971,0,,,,,,,,,,,,,,,,,
,1.403990452,0,1.403990452,0,1.403990452,0,1.403990452,0,1.408935783,0,1.388824591,0,1.403990452,0,1.403990452,0,,,,,,,,,,,,,,,,,
,1.40388095,0,1.40388095,0,1.40388095,0,1.40388095,0,1.408825509,0,1.388717442,0,1.40388095,0,1.40388095,0,,,,,,,,,,,,,,,,,
,1.403771465,0,1.403771465,0,1.403771465,0,1.403771465,0,1.408715251,0,1.388610309,0,1.403771465,0,1.403771465,0,,,,,,,,,,,,,,,,,
,1.403661998,0,1.403661998,0,1.403661998,0,1.403661998,0,1.408605011,0,1.388503193,0,1.403661998,0,1.403661998,0,,,,,,,,,,,,,,,,,
,1.403552547,0,1.403552547,0,1.403552547,0,1.403552547,0,1.408494788,0,1.388396094,0,1.403552547,0,1.403552547,0,,,,,,,,,,,,,,,,,
,1.403443113,0,1.403443113,0,1.403443113,0,1.403443113,0,1.408384582,0,1.38828901,0,1.403443113,0,1.403443113,0,,,,,,,,,,,,,,,,,
,1.403333697,0,1.403333697,0,1.403333697,0,1.403333697,0,1.408274394,0,1.388181944,0,1.403333697,0,1.403333697,0,,,,,,,,,,,,,,,,,
,1.403224297,0,1.403224297,0,1.403224297,0,1.403224297,0,1.408164223,0,1.388074894,0,1.403224297,0,1.403224297,0,,,,,,,,,,,,,,,,,
,1.403114915,0,1.403114915,0,1.403114915,0,1.403114915,0,1.408054069,0,1.38796786,0,1.403114915,0,1.403114915,0,,,,,,,,,,,,,,,,,
,1.403005549,0,1.403005549,0,1.403005549,0,1.403005549,0,1.407943932,0,1.387860843,0,1.403005549,0,1.403005549,0,,,,,,,,,,,,,,,,,
,1.402896201,0,1.402896201,0,1.402896201,0,1.402896201,0,1.407833812,0,1.387753843,0,1.402896201,0,1.402896201,0,,,,,,,,,,,,,,,,,
,1.402786869,0,1.402786869,0,1.402786869,0,1.402786869,0,1.40772371,0,1.387646859,0,1.402786869,0,1.402786869,0,,,,,,,,,,,,,,,,,
,1.402677555,0,1.402677555,0,1.402677555,0,1.402677555,0,1.407613625,0,1.387539891,0,1.402677555,0,1.402677555,0,,,,,,,,,,,,,,,,,
,1.402568258,0,1.402568258,0,1.402568258,0,1.402568258,0,1.407503557,0,1.38743294,0,1.402568258,0,1.402568258,0,,,,,,,,,,,,,,,,,
,1.402458978,0,1.402458978,0,1.402458978,0,1.402458978,0,1.407393507,0,1.387326006,0,1.402458978,0,1.402458978,0,,,,,,,,,,,,,,,,,
,1.402349714,0,1.402349714,0,1.402349714,0,1.402349714,0,1.407283473,0,1.387219088,0,1.402349714,0,1.402349714,0,,,,,,,,,,,,,,,,,
,1.402240468,0,1.402240468,0,1.402240468,0,1.402240468,0,1.407173457,0,1.387112186,0,1.402240468,0,1.402240468,0,,,,,,,,,,,,,,,,,
,1.402131239,0,1.402131239,0,1.402131239,0,1.402131239,0,1.407063458,0,1.387005301,0,1.402131239,0,1.402131239,0,,,,,,,,,,,,,,,,,
,1.402022027,0,1.402022027,0,1.402022027,0,1.402022027,0,1.406953476,0,1.386898432,0,1.402022027,0,1.402022027,0,,,,,,,,,,,,,,,,,
,1.401912832,0,1.401912832,0,1.401912832,0,1.401912832,0,1.406843512,0,1.38679158,0,1.401912832,0,1.401912832,0,,,,,,,,,,,,,,,,,
,1.401803653,0,1.401803653,0,1.401803653,0,1.401803653,0,1.406733564,0,1.386684744,0,1.401803653,0,1.401803653,0,,,,,,,,,,,,,,,,,
,1.401694492,0,1.401694492,0,1.401694492,0,1.401694492,0,1.406623634,0,1.386577925,0,1.401694492,0,1.401694492,0,,,,,,,,,,,,,,,,,
,1.401585348,0,1.401585348,0,1.401585348,0,1.401585348,0,1.406513721,0,1.386471122,0,1.401585348,0,1.401585348,0,,,,,,,,,,,,,,,,,
,1.401476221,0,1.401476221,0,1.401476221,0,1.401476221,0,1.406403825,0,1.386364336,0,1.401476221,0,1.401476221,0,,,,,,,,,,,,,,,,,
,1.401367111,0,1.401367111,0,1.401367111,0,1.401367111,0,1.406293946,0,1.386257566,0,1.401367111,0,1.401367111,0,,,,,,,,,,,,,,,,,
,1.401258018,0,1.401258018,0,1.401258018,0,1.401258018,0,1.406184085,0,1.386150813,0,1.401258018,0,1.401258018,0,,,,,,,,,,,,,,,,,
,1.401148942,0,1.401148942,0,1.401148942,0,1.401148942,0,1.40607424,0,1.386044076,0,1.401148942,0,1.401148942,0,,,,,,,,,,,,,,,,,
,1.401039882,0,1.401039882,0,1.401039882,0,1.401039882,0,1.405964413,0,1.385937355,0,1.401039882,0,1.401039882,0,,,,,,,,,,,,,,,,,
,1.40093084,0,1.40093084,0,1.40093084,0,1.40093084,0,1.405854603,0,1.385830651,0,1.40093084,0,1.40093084,0,,,,,,,,,,,,,,,,,
,1.400821815,0,1.400821815,0,1.400821815,0,1.400821815,0,1.40574481,0,1.385723963,0,1.400821815,0,1.400821815,0,,,,,,,,,,,,,,,,,
,1.400712807,0,1.400712807,0,1.400712807,0,1.400712807,0,1.405635034,0,1.385617292,0,1.400712807,0,1.400712807,0,,,,,,,,,,,,,,,,,
,1.400603815,0,1.400603815,0,1.400603815,0,1.400603815,0,1.405525275,0,1.385510637,0,1.400603815,0,1.400603815,0,,,,,,,,,,,,,,,,,
,1.400494841,0,1.400494841,0,1.400494841,0,1.400494841,0,1.405415534,0,1.385403999,0,1.400494841,0,1.400494841,0,,,,,,,,,,,,,,,,,
,1.400385884,0,1.400385884,0,1.400385884,0,1.400385884,0,1.40530581,0,1.385297377,0,1.400385884,0,1.400385884,0,,,,,,,,,,,,,,,,,
,1.400276943,0,1.400276943,0,1.400276943,0,1.400276943,0,1.405196102,0,1.385190771,0,1.400276943,0,1.400276943,0,,,,,,,,,,,,,,,,,
,1.40016802,0,1.40016802,0,1.40016802,0,1.40016802,0,1.405086412,0,1.385084182,0,1.40016802,0,1.40016802,0,,,,,,,,,,,,,,,,,
,1.400059113,0,1.400059113,0,1.400059113,0,1.400059113,0,1.404976739,0,1.384977609,0,1.400059113,0,1.400059113,0,,,,,,,,,,,,,,,,,
,1.399950223,0,1.399950223,0,1.399950223,0,1.399950223,0,1.404867083,0,1.384871053,0,1.399950223,0,1.399950223,0,,,,,,,,,,,,,,,,,
,1.399841351,0,1.399841351,0,1.399841351,0,1.399841351,0,1.404757445,0,1.384764513,0,1.399841351,0,1.399841351,0,,,,,,,,,,,,,,,,,
,1.399732495,0,1.399732495,0,1.399732495,0,1.399732495,0,1.404647823,0,1.384657989,0,1.399732495,0,1.399732495,0,,,,,,,,,,,,,,,,,
,1.399623656,0,1.399623656,0,1.399623656,0,1.399623656,0,1.404538218,0,1.384551482,0,1.399623656,0,1.399623656,0,,,,,,,,,,,,,,,,,
,1.399514834,0,1.399514834,0,1.399514834,0,1.399514834,0,1.404428631,0,1.384444991,0,1.399514834,0,1.399514834,0,,,,,,,,,,,,,,,,,
,1.399406029,0,1.399406029,0,1.399406029,0,1.399406029,0,1.404319061,0,1.384338516,0,1.399406029,0,1.399406029,0,,,,,,,,,,,,,,,,,
,1.399297241,0,1.399297241,0,1.399297241,0,1.399297241,0,1.404209508,0,1.384232058,0,1.399297241,0,1.399297241,0,,,,,,,,,,,,,,,,,
,1.39918847,0,1.39918847,0,1.39918847,0,1.39918847,0,1.404099971,0,1.384125616,0,1.39918847,0,1.39918847,0,,,,,,,,,,,,,,,,,
,1.399079716,0,1.399079716,0,1.399079716,0,1.399079716,0,1.403990452,0,1.384019191,0,1.399079716,0,1.399079716,0,,,,,,,,,,,,,,,,,
,1.398970979,0,1.398970979,0,1.398970979,0,1.398970979,0,1.40388095,0,1.383912782,0,1.398970979,0,1.398970979,0,,,,,,,,,,,,,,,,,
,1.398862258,0,1.398862258,0,1.398862258,0,1.398862258,0,1.403771465,0,1.38380639,0,1.398862258,0,1.398862258,0,,,,,,,,,,,,,,,,,
,1.398753555,0,1.398753555,0,1.398753555,0,1.398753555,0,1.403661998,0,1.383700013,0,1.398753555,0,1.398753555,0,,,,,,,,,,,,,,,,,
,1.398644868,0,1.398644868,0,1.398644868,0,1.398644868,0,1.403552547,0,1.383593653,0,1.398644868,0,1.398644868,0,,,,,,,,,,,,,,,,,
,1.398536198,0,1.398536198,0,1.398536198,0,1.398536198,0,1.403443113,0,1.38348731,0,1.398536198,0,1.398536198,0,,,,,,,,,,,,,,,,,
,1.398427545,0,1.398427545,0,1.398427545,0,1.398427545,0,1.403333697,0,1.383380983,0,1.398427545,0,1.398427545,0,,,,,,,,,,,,,,,,,
,1.398318909,0,1.398318909,0,1.398318909,0,1.398318909,0,1.403224297,0,1.383274672,0,1.398318909,0,1.398318909,0,,,,,,,,,,,,,,,,,
,1.39821029,0,1.39821029,0,1.39821029,0,1.39821029,0,1.403114915,0,1.383168377,0,1.39821029,0,1.39821029,0,,,,,,,,,,,,,,,,,
,1.398101688,0,1.398101688,0,1.398101688,0,1.398101688,0,1.403005549,0,1.383062099,0,1.398101688,0,1.398101688,0,,,,,,,,,,,,,,,,,
,1.397993103,0,1.397993103,0,1.397993103,0,1.397993103,0,1.402896201,0,1.382955837,0,1.397993103,0,1.397993103,0,,,,,,,,,,,,,,,,,
,1.397884534,0,1.397884534,0,1.397884534,0,1.397884534,0,1.402786869,0,1.382849592,0,1.397884534,0,1.397884534,0,,,,,,,,,,,,,,,,,
,1.397775983,0,1.397775983,0,1.397775983,0,1.397775983,0,1.402677555,0,1.382743362,0,1.397775983,0,1.397775983,0,,,,,,,,,,,,,,,,,
,1.397667448,0,1.397667448,0,1.397667448,0,1.397667448,0,1.402568258,0,1.382637149,0,1.397667448,0,1.397667448,0,,,,,,,,,,,,,,,,,
,1.39755893,0,1.39755893,0,1.39755893,0,1.39755893,0,1.402458978,0,1.382530953,0,1.39755893,0,1.39755893,0,,,,,,,,,,,,,,,,,
,1.397450429,0,1.397450429,0,1.397450429,0,1.397450429,0,1.402349714,0,1.382424773,0,1.397450429,0,1.397450429,0,,,,,,,,,,,,,,,,,
,1.397341945,0,1.397341945,0,1.397341945,0,1.397341945,0,1.402240468,0,1.382318609,0,1.397341945,0,1.397341945,0,,,,,,,,,,,,,,,,,
,1.397233477,0,1.397233477,0,1.397233477,0,1.397233477,0,1.402131239,0,1.382212461,0,1.397233477,0,1.397233477,0,,,,,,,,,,,,,,,,,
,1.397125027,0,1.397125027,0,1.397125027,0,1.397125027,0,1.402022027,0,1.38210633,0,1.397125027,0,1.397125027,0,,,,,,,,,,,,,,,,,
,1.397016593,0,1.397016593,0,1.397016593,0,1.397016593,0,1.401912832,0,1.382000214,0,1.397016593,0,1.397016593,0,,,,,,,,,,,,,,,,,
,1.396908176,0,1.396908176,0,1.396908176,0,1.396908176,0,1.401803653,0,1.381894116,0,1.396908176,0,1.396908176,0,,,,,,,,,,,,,,,,,
,1.396799776,0,1.396799776,0,1.396799776,0,1.396799776,0,1.401694492,0,1.381788033,0,1.396799776,0,1.396799776,0,,,,,,,,,,,,,,,,,
,1.396691393,0,1.396691393,0,1.396691393,0,1.396691393,0,1.401585348,0,1.381681967,0,1.396691393,0,1.396691393,0,,,,,,,,,,,,,,,,,
,1.396583026,0,1.396583026,0,1.396583026,0,1.396583026,0,1.401476221,0,1.381575917,0,1.396583026,0,1.396583026,0,,,,,,,,,,,,,,,,,
,1.396474677,0,1.396474677,0,1.396474677,0,1.396474677,0,1.401367111,0,1.381469884,0,1.396474677,0,1.396474677,0,,,,,,,,,,,,,,,,,
,1.396366344,0,1.396366344,0,1.396366344,0,1.396366344,0,1.401258018,0,1.381363866,0,1.396366344,0,1.396366344,0,,,,,,,,,,,,,,,,,
,1.396258028,0,1.396258028,0,1.396258028,0,1.396258028,0,1.401148942,0,1.381257865,0,1.396258028,0,1.396258028,0,,,,,,,,,,,,,,,,,
,1.396149729,0,1.396149729,0,1.396149729,0,1.396149729,0,1.401039882,0,1.38115188,0,1.396149729,0,1.396149729,0,,,,,,,,,,,,,,,,,
,1.396041446,0,1.396041446,0,1.396041446,0,1.396041446,0,1.40093084,0,1.381045912,0,1.396041446,0,1.396041446,0,,,,,,,,,,,,,,,,,
,1.395933181,0,1.395933181,0,1.395933181,0,1.395933181,0,1.400821815,0,1.380939959,0,1.395933181,0,1.395933181,0,,,,,,,,,,,,,,,,,
,1.395824932,0,1.395824932,0,1.395824932,0,1.395824932,0,1.400712807,0,1.380834023,0,1.395824932,0,1.395824932,0,,,,,,,,,,,,,,,,,
,1.3957167,0,1.3957167,0,1.3957167,0,1.3957167,0,1.400603815,0,1.380728103,0,1.3957167,0,1.3957167,0,,,,,,,,,,,,,,,,,
,1.395608485,0,1.395608485,0,1.395608485,0,1.395608485,0,1.400494841,0,1.3806222,0,1.395608485,0,1.395608485,0,,,,,,,,,,,,,,,,,
,1.395500286,0,1.395500286,0,1.395500286,0,1.395500286,0,1.400385884,0,1.380516313,0,1.395500286,0,1.395500286,0,,,,,,,,,,,,,,,,,
,1.395392105,0,1.395392105,0,1.395392105,0,1.395392105,0,1.400276943,0,1.380410442,0,1.395392105,0,1.395392105,0,,,,,,,,,,,,,,,,,
,1.39528394,0,1.39528394,0,1.39528394,0,1.39528394,0,1.40016802,0,1.380304587,0,1.39528394,0,1.39528394,0,,,,,,,,,,,,,,,,,
,1.395175792,0,1.395175792,0,1.395175792,0,1.395175792,0,1.400059113,0,1.380198748,0,1.395175792,0,1.395175792,0,,,,,,,,,,,,,,,,,
,1.39506766,0,1.39506766,0,1.39506766,0,1.39506766,0,1.399950223,0,1.380092926,0,1.39506766,0,1.39506766,0,,,,,,,,,,,,,,,,,
,1.394959546,0,1.394959546,0,1.394959546,0,1.394959546,0,1.399841351,0,1.37998712,0,1.394959546,0,1.394959546,0,,,,,,,,,,,,,,,,,
,1.394851448,0,1.394851448,0,1.394851448,0,1.394851448,0,1.399732495,0,1.37988133,0,1.394851448,0,1.394851448,0,,,,,,,,,,,,,,,,,
,1.394743367,0,1.394743367,0,1.394743367,0,1.394743367,0,1.399623656,0,1.379775556,0,1.394743367,0,1.394743367,0,,,,,,,,,,,,,,,,,
,1.394635302,0,1.394635302,0,1.394635302,0,1.394635302,0,1.399514834,0,1.379669798,0,1.394635302,0,1.394635302,0,,,,,,,,,,,,,,,,,
,1.394527255,0,1.394527255,0,1.394527255,0,1.394527255,0,1.399406029,0,1.379564057,0,1.394527255,0,1.394527255,0,,,,,,,,,,,,,,,,,
,1.394419224,0,1.394419224,0,1.394419224,0,1.394419224,0,1.399297241,0,1.379458332,0,1.394419224,0,1.394419224,0,,,,,,,,,,,,,,,,,
,1.39431121,0,1.39431121,0,1.39431121,0,1.39431121,0,1.39918847,0,1.379352623,0,1.39431121,0,1.39431121,0,,,,,,,,,,,,,,,,,
,1.394203212,0,1.394203212,0,1.394203212,0,1.394203212,0,1.399079716,0,1.379246931,0,1.394203212,0,1.394203212,0,,,,,,,,,,,,,,,,,
,1.394095232,0,1.394095232,0,1.394095232,0,1.394095232,0,1.398970979,0,1.379141254,0,1.394095232,0,1.394095232,0,,,,,,,,,,,,,,,,,
,1.393987268,0,1.393987268,0,1.393987268,0,1.393987268,0,1.398862258,0,1.379035594,0,1.393987268,0,1.393987268,0,,,,,,,,,,,,,,,,,
,1.39387932,0,1.39387932,0,1.39387932,0,1.39387932,0,1.398753555,0,1.37892995,0,1.39387932,0,1.39387932,0,,,,,,,,,,,,,,,,,
,1.39377139,0,1.39377139,0,1.39377139,0,1.39377139,0,1.398644868,0,1.378824322,0,1.39377139,0,1.39377139,0,,,,,,,,,,,,,,,,,
,1.393663476,0,1.393663476,0,1.393663476,0,1.393663476,0,1.398536198,0,1.37871871,0,1.393663476,0,1.393663476,0,,,,,,,,,,,,,,,,,
,1.393555579,0,1.393555579,0,1.393555579,0,1.393555579,0,1.398427545,0,1.378613115,0,1.393555579,0,1.393555579,0,,,,,,,,,,,,,,,,,
,1.393447699,0,1.393447699,0,1.393447699,0,1.393447699,0,1.398318909,0,1.378507535,0,1.393447699,0,1.393447699,0,,,,,,,,,,,,,,,,,
,1.393339835,0,1.393339835,0,1.393339835,0,1.393339835,0,1.39821029,0,1.378401972,0,1.393339835,0,1.393339835,0,,,,,,,,,,,,,,,,,
,1.393231988,0,1.393231988,0,1.393231988,0,1.393231988,0,1.398101688,0,1.378296425,0,1.393231988,0,1.393231988,0,,,,,,,,,,,,,,,,,
,1.393124158,0,1.393124158,0,1.393124158,0,1.393124158,0,1.397993103,0,1.378190894,0,1.393124158,0,1.393124158,0,,,,,,,,,,,,,,,,,
,1.393016344,0,1.393016344,0,1.393016344,0,1.393016344,0,1.397884534,0,1.37808538,0,1.393016344,0,1.393016344,0,,,,,,,,,,,,,,,,,
,1.392908547,0,1.392908547,0,1.392908547,0,1.392908547,0,1.397775983,0,1.377979881,0,1.392908547,0,1.392908547,0,,,,,,,,,,,,,,,,,
,1.392800767,0,1.392800767,0,1.392800767,0,1.392800767,0,1.397667448,0,1.377874399,0,1.392800767,0,1.392800767,0,,,,,,,,,,,,,,,,,
,1.392693004,0,1.392693004,0,1.392693004,0,1.392693004,0,1.39755893,0,1.377768932,0,1.392693004,0,1.392693004,0,,,,,,,,,,,,,,,,,
,1.392585257,0,1.392585257,0,1.392585257,0,1.392585257,0,1.397450429,0,1.377663482,0,1.392585257,0,1.392585257,0,,,,,,,,,,,,,,,,,
,1.392477526,0,1.392477526,0,1.392477526,0,1.392477526,0,1.397341945,0,1.377558048,0,1.392477526,0,1.392477526,0,,,,,,,,,,,,,,,,,
,1.392369813,0,1.392369813,0,1.392369813,0,1.392369813,0,1.397233477,0,1.37745263,0,1.392369813,0,1.392369813,0,,,,,,,,,,,,,,,,,
,1.392262116,0,1.392262116,0,1.392262116,0,1.392262116,0,1.397125027,0,1.377347229,0,1.392262116,0,1.392262116,0,,,,,,,,,,,,,,,,,
,1.392154436,0,1.392154436,0,1.392154436,0,1.392154436,0,1.397016593,0,1.377241843,0,1.392154436,0,1.392154436,0,,,,,,,,,,,,,,,,,
,1.392046772,0,1.392046772,0,1.392046772,0,1.392046772,0,1.396908176,0,1.377136474,0,1.392046772,0,1.392046772,0,,,,,,,,,,,,,,,,,
,1.391939125,0,1.391939125,0,1.391939125,0,1.391939125,0,1.396799776,0,1.37703112,0,1.391939125,0,1.391939125,0,,,,,,,,,,,,,,,,,
,1.391831495,0,1.391831495,0,1.391831495,0,1.391831495,0,1.396691393,0,1.376925783,0,1.391831495,0,1.391831495,0,,,,,,,,,,,,,,,,,
,1.391723881,0,1.391723881,0,1.391723881,0,1.391723881,0,1.396583026,0,1.376820462,0,1.391723881,0,1.391723881,0,,,,,,,,,,,,,,,,,
,1.391616284,0,1.391616284,0,1.391616284,0,1.391616284,0,1.396474677,0,1.376715157,0,1.391616284,0,1.391616284,0,,,,,,,,,,,,,,,,,
,1.391508704,0,1.391508704,0,1.391508704,0,1.391508704,0,1.396366344,0,1.376609868,0,1.391508704,0,1.391508704,0,,,,,,,,,,,,,,,,,
,1.39140114,0,1.39140114,0,1.39140114,0,1.39140114,0,1.396258028,0,1.376504595,0,1.39140114,0,1.39140114,0,,,,,,,,,,,,,,,,,
,1.391293593,0,1.391293593,0,1.391293593,0,1.391293593,0,1.396149729,0,1.376399339,0,1.391293593,0,1.391293593,0,,,,,,,,,,,,,,,,,
,1.391186063,0,1.391186063,0,1.391186063,0,1.391186063,0,1.396041446,0,1.376294098,0,1.391186063,0,1.391186063,0,,,,,,,,,,,,,,,,,
,1.391078549,0,1.391078549,0,1.391078549,0,1.391078549,0,1.395933181,0,1.376188874,0,1.391078549,0,1.391078549,0,,,,,,,,,,,,,,,,,
,1.390971052,0,1.390971052,0,1.390971052,0,1.390971052,0,1.395824932,0,1.376083665,0,1.390971052,0,1.390971052,0,,,,,,,,,,,,,,,,,
,1.390863571,0,1.390863571,0,1.390863571,0,1.390863571,0,1.3957167,0,1.375978473,0,1.390863571,0,1.390863571,0,,,,,,,,,,,,,,,,,
,1.390756107,0,1.390756107,0,1.390756107,0,1.390756107,0,1.395608485,0,1.375873297,0,1.390756107,0,1.390756107,0,,,,,,,,,,,,,,,,,
,1.39064866,0,1.39064866,0,1.39064866,0,1.39064866,0,1.395500286,0,1.375768137,0,1.39064866,0,1.39064866,0,,,,,,,,,,,,,,,,,
,1.390541229,0,1.390541229,0,1.390541229,0,1.390541229,0,1.395392105,0,1.375662993,0,1.390541229,0,1.390541229,0,,,,,,,,,,,,,,,,,
,1.390433815,0,1.390433815,0,1.390433815,0,1.390433815,0,1.39528394,0,1.375557865,0,1.390433815,0,1.390433815,0,,,,,,,,,,,,,,,,,
,1.390326417,0,1.390326417,0,1.390326417,0,1.390326417,0,1.395175792,0,1.375452753,0,1.390326417,0,1.390326417,0,,,,,,,,,,,,,,,,,
,1.390219036,0,1.390219036,0,1.390219036,0,1.390219036,0,1.39506766,0,1.375347657,0,1.390219036,0,1.390219036,0,,,,,,,,,,,,,,,,,
,1.390111672,0,1.390111672,0,1.390111672,0,1.390111672,0,1.394959546,0,1.375242577,0,1.390111672,0,1.390111672,0,,,,,,,,,,,,,,,,,
,1.390004324,0,1.390004324,0,1.390004324,0,1.390004324,0,1.394851448,0,1.375137513,0,1.390004324,0,1.390004324,0,,,,,,,,,,,,,,,,,
,1.389896993,0,1.389896993,0,1.389896993,0,1.389896993,0,1.394743367,0,1.375032466,0,1.389896993,0,1.389896993,0,,,,,,,,,,,,,,,,,
,1.389789678,0,1.389789678,0,1.389789678,0,1.389789678,0,1.394635302,0,1.374927434,0,1.389789678,0,1.389789678,0,,,,,,,,,,,,,,,,,
,1.38968238,0,1.38968238,0,1.38968238,0,1.38968238,0,1.394527255,0,1.374822418,0,1.38968238,0,1.38968238,0,,,,,,,,,,,,,,,,,
,1.389575098,0,1.389575098,0,1.389575098,0,1.389575098,0,1.394419224,0,1.374717419,0,1.389575098,0,1.389575098,0,,,,,,,,,,,,,,,,,
,1.389467833,0,1.389467833,0,1.389467833,0,1.389467833,0,1.39431121,0,1.374612435,0,1.389467833,0,1.389467833,0,,,,,,,,,,,,,,,,,
,1.389360585,0,1.389360585,0,1.389360585,0,1.389360585,0,1.394203212,0,1.374507468,0,1.389360585,0,1.389360585,0,,,,,,,,,,,,,,,,,
,1.389253353,0,1.389253353,0,1.389253353,0,1.389253353,0,1.394095232,0,1.374402516,0,1.389253353,0,1.389253353,0,,,,,,,,,,,,,,,,,
,1.389146138,0,1.389146138,0,1.389146138,0,1.389146138,0,1.393987268,0,1.374297581,0,1.389146138,0,1.389146138,0,,,,,,,,,,,,,,,,,
,1.389038939,0,1.389038939,0,1.389038939,0,1.389038939,0,1.39387932,0,1.374192661,0,1.389038939,0,1.389038939,0,,,,,,,,,,,,,,,,,
,1.388931757,0,1.388931757,0,1.388931757,0,1.388931757,0,1.39377139,0,1.374087758,0,1.388931757,0,1.388931757,0,,,,,,,,,,,,,,,,,
,1.388824591,0,1.388824591,0,1.388824591,0,1.388824591,0,1.393663476,0,1.37398287,0,1.388824591,0,1.388824591,0,,,,,,,,,,,,,,,,,
,1.388717442,0,1.388717442,0,1.388717442,0,1.388717442,0,1.393555579,0,1.373877999,0,1.388717442,0,1.388717442,0,,,,,,,,,,,,,,,,,
,1.388610309,0,1.388610309,0,1.388610309,0,1.388610309,0,1.393447699,0,1.373773144,0,1.388610309,0,1.388610309,0,,,,,,,,,,,,,,,,,
,1.388503193,0,1.388503193,0,1.388503193,0,1.388503193,0,1.393339835,0,1.373668304,0,1.388503193,0,1.388503193,0,,,,,,,,,,,,,,,,,
,1.388396094,0,1.388396094,0,1.388396094,0,1.388396094,0,1.393231988,0,1.373563481,0,1.388396094,0,1.388396094,0,,,,,,,,,,,,,,,,,
,1.38828901,0,1.38828901,0,1.38828901,0,1.38828901,0,1.393124158,0,1.373458674,0,1.38828901,0,1.38828901,0,,,,,,,,,,,,,,,,,
,1.388181944,0,1.388181944,0,1.388181944,0,1.388181944,0,1.393016344,0,1.373353882,0,1.388181944,0,1.388181944,0,,,,,,,,,,,,,,,,,
,1.388074894,0,1.388074894,0,1.388074894,0,1.388074894,0,1.392908547,0,1.373249107,0,1.388074894,0,1.388074894,0,,,,,,,,,,,,,,,,,
,1.38796786,0,1.38796786,0,1.38796786,0,1.38796786,0,1.392800767,0,1.373144348,0,1.38796786,0,1.38796786,0,,,,,,,,,,,,,,,,,
,1.387860843,0,1.387860843,0,1.387860843,0,1.387860843,0,1.392693004,0,1.373039604,0,1.387860843,0,1.387860843,0,,,,,,,,,,,,,,,,,
,1.387753843,0,1.387753843,0,1.387753843,0,1.387753843,0,1.392585257,0,1.372934877,0,1.387753843,0,1.387753843,0,,,,,,,,,,,,,,,,,
,1.387646859,0,1.387646859,0,1.387646859,0,1.387646859,0,1.392477526,0,1.372830165,0,1.387646859,0,1.387646859,0,,,,,,,,,,,,,,,,,
,1.387539891,0,1.387539891,0,1.387539891,0,1.387539891,0,1.392369813,0,1.37272547,0,1.387539891,0,1.387539891,0,,,,,,,,,,,,,,,,,
,1.38743294,0,1.38743294,0,1.38743294,0,1.38743294,0,1.392262116,0,1.37262079,0,1.38743294,0,1.38743294,0,,,,,,,,,,,,,,,,,
,1.387326006,0,1.387326006,0,1.387326006,0,1.387326006,0,1.392154436,0,1.372516126,0,1.387326006,0,1.387326006,0,,,,,,,,,,,,,,,,,
,1.387219088,0,1.387219088,0,1.387219088,0,1.387219088,0,1.392046772,0,1.372411479,0,1.387219088,0,1.387219088,0,,,,,,,,,,,,,,,,,
,1.387112186,0,1.387112186,0,1.387112186,0,1.387112186,0,1.391939125,0,1.372306847,0,1.387112186,0,1.387112186,0,,,,,,,,,,,,,,,,,
,1.387005301,0,1.387005301,0,1.387005301,0,1.387005301,0,1.391831495,0,1.372202232,0,1.387005301,0,1.387005301,0,,,,,,,,,,,,,,,,,
,1.386898432,0,1.386898432,0,1.386898432,0,1.386898432,0,1.391723881,0,1.372097632,0,1.386898432,0,1.386898432,0,,,,,,,,,,,,,,,,,
